object_id,label,layer,language names,spellings,alternate names,notes,sources,type,Language areas,Sub-regions,Jamoats,text
179,Нису̊р,Roshorvi,{'Russian': 'Нисор (Nisor)'},"['Нисур (Nisur)', 'Нусур (Nusur)', 'Нисюр (Nisyur)']",,,"['Додыхудоев 1976: 137', 'Эдельман 1975: 50', 'Курбанов 1976: 9']",point,Roshorvi language,—,—,"Russian: Нисор (Nisor)
alternate spellings: Нисур (Nisur), Нусур (Nusur), Нисюр (Nisyur)
coordinates: [38.2972633, 72.3999442]
altitude: 2601 m

idiom: Roshorvi language

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50; Курбанов 1976: 9]"
180,Бāрчадӣф,Roshorvi,"{'Roshorvi': 'Бā́рчадӣф / Бā́рчу̊дӣф (Bā́rčadīf / Bā́rčůdīf)', 'Russian': 'Барчидиф (Barchidif)'}","['Барчидев (Barčidev', 'Barchidev)', 'Барджив (Bardzhiv)']",,"['etymology: according to Edelman, bār + čīd «house» + -if', 'the root bār- means «upper», however, in the case of Бāрчадӣф, there is no corresponding village with the root δer-']","['Додыхудоев 1976: 137', 'Эдельман 1975: 50–53', 'Курбанов 1976: 9', 'Ранов, Гурский 1966: 112']",point,Roshorvi language,—,—,"Roshorvi: Бā́рчадӣф / Бā́рчу̊дӣф (Bā́rčadīf / Bā́rčůdīf)
Russian: Барчидиф (Barchidif)
alternate spellings: Барчидев (Barčidev, Barchidev), Барджив (Bardzhiv)
coordinates: [38.3118452, 72.4796942]
altitude: 2609 m

idiom: Roshorvi language

notes: etymology: according to Edelman, bār + čīd «house» + -if; the root bār- means «upper», however, in the case of Бāрчадӣф, there is no corresponding village with the root δer-

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50–53; Курбанов 1976: 9; Ранов, Гурский 1966: 112]"
181,Рӯх̌ч,Roshorvi,"{'Roshorvi': 'Рӯх̌ч (Rūx̌č)', 'Russian': 'Рухч (Rukhch)'}",,['Кара-курган (Kara-kurgan; name given by the Kyrgyz population)'],['consists of Бе́ррӯх̌ч (Bérrūx̌č) and Ту̊́ррӯх̌ч (Tů́rrūx̌č)'],"['Додыхудоев 1976: 137', 'Эдельман 1975: 50', 'Курбанов 1976: 10']",point,Roshorvi language,—,—,"Roshorvi: Рӯх̌ч (Rūx̌č)
Russian: Рухч (Rukhch)
alternate names: Кара-курган (Kara-kurgan; name given by the Kyrgyz population)
coordinates: [38.3631273, 72.5027909]
altitude: 2666 m

idiom: Roshorvi language

notes: consists of Бе́ррӯх̌ч (Bérrūx̌č) and Ту̊́ррӯх̌ч (Tů́rrūx̌č)

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50; Курбанов 1976: 10]"
182,Пасор,Roshorvi,{'Roshorvi': 'Пасор (Pasor)'},,['Агач-курган (Agač-kurgan; name given by the Kyrgyz population)'],,"['Додыхудоев 1976: 137', 'Эдельман 1975: 50']",point,Roshorvi language,—,—,"Roshorvi: Пасор (Pasor)
alternate names: Агач-курган (Agač-kurgan; name given by the Kyrgyz population)
coordinates: [38.4036593, 72.5983578]
altitude: 2994 m

idiom: Roshorvi language

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50]"
183,Бопасор,Roshorvi,{'Roshorvi': 'Бо́пасор (Bópasor)'},['Бо Пасор (Bo Pasor)'],,"['alernate names: Янги-курган (Yangi-kurgan; name given by the Kyrgyz population)', '', 'resettlement from Пасор']","['Додыхудоев 1976: 137', 'Эдельман 1975: 50']",point,Roshorvi language,—,—,"Roshorvi: Бо́пасор (Bópasor)
alternate spellings: Бо Пасор (Bo Pasor)
coordinates: [38.3981631, 72.6210422]
altitude: 2997 m

idiom: Roshorvi language

notes: alernate names: Янги-курган (Yangi-kurgan; name given by the Kyrgyz population); ; resettlement from Пасор

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50]"
184,Ғударā ,Roshorvi,"{'Roshorvi': 'Ғударā (Ɣudarā)', 'Russian': 'Гудара (Gudara)'}",['Кудара (Kudara)'],,"['according to Dodykhudoev, a resettlement from Пасор', 'according to Kurbanov, a resettlement from Сарӣз', 'according to Kurbanov, the second largest Roshorvi settlement, both in size and number of inhabitants (after Рошорв) (1976)']","['Додыхудоев 1976: 137', 'Курбанов 1976: 9–10']",point,Roshorvi language,—,—,"Roshorvi: Ғударā (Ɣudarā)
Russian: Гудара (Gudara)
alternate spellings: Кудара (Kudara)
coordinates: [38.4104478, 72.6776319]
altitude: 3010 m

idiom: Roshorvi language

notes: according to Dodykhudoev, a resettlement from Пасор; according to Kurbanov, a resettlement from Сарӣз; according to Kurbanov, the second largest Roshorvi settlement, both in size and number of inhabitants (after Рошорв) (1976)

sources: [Додыхудоев 1976: 137; Курбанов 1976: 9–10]"
185,Сарӣз †,Roshorvi,"{'Roshorvi': 'Сарӣз / Сарӣӡ (Sarīz / Sarīʒ)', 'Russian': 'Сарез (Sarez)'}",,,"['the village\xa0gradually went under water as a result of the emergence of the Sarez lake in 1911', 'villagers of Сарӣз and Иерх, who had to leave their homes because of the flood, moved to villages in the Shughni district, mainly to Бадчор']","['Додыхудоев 1976: 137', 'Зарубин 1930: 109']",point,—,—,—,"Roshorvi: Сарӣз / Сарӣӡ (Sarīz / Sarīʒ)
Russian: Сарез (Sarez)
coordinates: [38.2080744, 72.7861205]
altitude: 3271 m

notes: the village gradually went under water as a result of the emergence of the Sarez lake in 1911; villagers of Сарӣз and Иерх, who had to leave their homes because of the flood, moved to villages in the Shughni district, mainly to Бадчор

sources: [Додыхудоев 1976: 137; Зарубин 1930: 109]"
186,Усой †,Roshorvi,"{'Roshorvi': '?', 'Russian': 'Усой (Usoy)'}",,,"['the village went under water as a result of the emergence of the Sarez lake in 1911, almost all of the villagers died']","['Додыхудоев 1976: 137', 'Зарубин 1930: 109']",point,—,—,—,"Roshorvi: ?
Russian: Усой (Usoy)
coordinates: [38.262885, 72.6159196]
altitude: 3271 m

notes: the village went under water as a result of the emergence of the Sarez lake in 1911, almost all of the villagers died

sources: [Додыхудоев 1976: 137; Зарубин 1930: 109]"
187,Ирхт †,Roshorvi,"{'Roshorvi': '?', 'Russian': 'Ирхт (Irkht)'}",['Иерх (Ierkh)'],,"['exact location is unclear', 'the village gradually went under water as a result of the emergence of the Sarez lake in 1911', 'villagers of Сарӣз and Иерх, who had to leave their homes because of the flood, moved to villages in the Shughni district, mainly to Бадчор']","['Додыхудоев 1976: 137', 'Зарубин 1930: 109']",point,—,—,—,"Roshorvi: ?
Russian: Ирхт (Irkht)
alternate spellings: Иерх (Ierkh)
coordinates: [38.1856121, 72.6327125]
altitude: 3271 m

notes: exact location is unclear; the village gradually went under water as a result of the emergence of the Sarez lake in 1911; villagers of Сарӣз and Иерх, who had to leave their homes because of the flood, moved to villages in the Shughni district, mainly to Бадчор

sources: [Додыхудоев 1976: 137; Зарубин 1930: 109]"
188,Вринджавн (?),Roshorvi,{'Russian': 'Вринджавн (Vrindzhavn)'},,,['this settlement is found only on The Pamirs’ Map (2013); the exact location and status is unclear'],['The Pamirs’ Map 2013'],point,—,—,—,"Russian: Вринджавн (Vrindzhavn)
coordinates: [38.2545847, 72.2694587]
altitude: 2471 m

notes: this settlement is found only on The Pamirs’ Map (2013); the exact location and status is unclear

sources: [The Pamirs’ Map 2013]"
189,Рих̌у̊н / Вамāр,Rushani,"{'Rushani': 'Рих̌у̊н (Rix̌ūn)', 'Russian': 'Рушан (Rushan)'}",,"['Вамāр (Vamār)', 'Калаи-Вамāр (Qalayi-Vamār)']","['the village was historically locally called Вамāр but then became called by the name of the whole region (Рих̌у̊н)', 'one of the four largest Rushani villages (1966)']","['Файзов 1966: 3', 'Эдельман 1975: 50', 'Додыхудоев 1976: 143–144']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Рих̌у̊н (Rix̌ūn)
Russian: Рушан (Rushan)
alternate names: Вамāр (Vamār), Калаи-Вамāр (Qalayi-Vamār)
coordinates: [37.9446776, 71.5584959]
altitude: 1985 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: the village was historically locally called Вамāр but then became called by the name of the whole region (Рих̌у̊н); one of the four largest Rushani villages (1966)

sources: [Файзов 1966: 3; Эдельман 1975: 50; Додыхудоев 1976: 143–144]"
190,Х̌иӡ,Rushani,"{'Rushani': 'Х̌иӡ (X̌iʒ)', 'Russian': 'Шидз (Shidz)'}",,['Муминшо Абдулвосиев (Muminšo Abdulvosiev)'],"['resettlement from Де', 'one of the villages in the selsovet Вазнāwд (1966)', 'in 2004, the Х̌иӡ village community was renamed «Муминшо Абдулвосиев» (see https://web.archive.org/web/20230626153917/http://adlia.tj/show_doc.fwx?Rgn=12141)']",['Файзов 1966: 3'],point,Rushani language,Δертāнг ,—,"Rushani: Х̌иӡ (X̌iʒ)
Russian: Шидз (Shidz)
alternate names: Муминшо Абдулвосиев (Muminšo Abdulvosiev)
coordinates: [37.9251496, 71.3096234]
altitude: 2007 m

idiom: Rushani language
regions: Δертāнг 

notes: resettlement from Де; one of the villages in the selsovet Вазнāwд (1966); in 2004, the Х̌иӡ village community was renamed «Муминшо Абдулвосиев» (see https://web.archive.org/web/20230626153917/http://adlia.tj/show_doc.fwx?Rgn=12141)

sources: [Файзов 1966: 3]"
191,Вазнāwд,Rushani,"{'Rushani': 'Вазнāwд (Vaznāwd)', 'Russian': 'Вазнавд (Vaznavd)'}",['Вознавд (Voznavd)'],,"['resettlement from Де', 'one of the villages in the selsovet Вазнāwд (1966)']",['Файзов 1966: 3'],point,Rushani language,Δертāнг ,—,"Rushani: Вазнāwд (Vaznāwd)
Russian: Вазнавд (Vaznavd)
alternate spellings: Вознавд (Voznavd)
coordinates: [37.960127, 71.2750519]
altitude: 1878 m

idiom: Rushani language
regions: Δертāнг 

notes: resettlement from Де; one of the villages in the selsovet Вазнāwд (1966)

sources: [Файзов 1966: 3]"
192,Х̌ипоδ,Rushani,"{'Rushani': 'Х̌ипоδ (X̌ipoδ)', 'Russian': 'Шипад (Shipad)'}",['Шипат (Shipat)'],,['one of the villages in the selsovet Вазнāwд (1966)'],"['Файзов 1966: 3', 'Зарубин 1937: 3']",point,Rushani language,Δертāнг ,—,"Rushani: Х̌ипоδ (X̌ipoδ)
Russian: Шипад (Shipad)
alternate spellings: Шипат (Shipat)
coordinates: [38.1110913, 71.3333883]
altitude: 1664 m

idiom: Rushani language
regions: Δертāнг 

notes: one of the villages in the selsovet Вазнāwд (1966)

sources: [Файзов 1966: 3; Зарубин 1937: 3]"
193,Де,Rushani,{'Russian': 'Де (De)'},['Дех (Deh)'],,['one of the villages in the selsovet Вазнāwд (1966)'],['Файзов 1966: 3'],point,Rushani language,Δертāнг ,—,"Russian: Де (De)
alternate spellings: Дех (Deh)
coordinates: [38.0635428, 71.3177245]
altitude: 1681 m

idiom: Rushani language
regions: Δертāнг 

notes: one of the villages in the selsovet Вазнāwд (1966)

sources: [Файзов 1966: 3]"
194,Wāмд,Rushani,"{'Rushani': 'Wāмд (Wāmd)', 'Russian': 'Вамд (Vamd)'}",,,['one of the villages in the selsovet Бāрах̌у̊н (1966)'],"['Файзов 1966: 3', 'Эдельман 1975: 50']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Wāмд (Wāmd)
Russian: Вамд (Vamd)
coordinates: [37.9136447, 71.3870432]
altitude: 1965 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: one of the villages in the selsovet Бāрах̌у̊н (1966)

sources: [Файзов 1966: 3; Эдельман 1975: 50]"
195,Δерах̌у̊н,Rushani,"{'Rushani': 'Δерах̌у̊н (Δerax̌ůn)', 'Russian': 'Дерушан (Derushan)'}","['Деррушон (Derrushon)', 'Дирушон (Dirushon)', 'Дехрушан (Dehrushan)']",,"['one of the villages in the selsovet Бāрах̌у̊н (1966)', 'one of the four largest Rushani villages (1966)', 'the root δer- means «lower» [Эдельман 1975: 51]']","['Файзов 1966: 3', 'Эдельман 1975: 50', 'Зарубин 1937: 3']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Δерах̌у̊н (Δerax̌ůn)
Russian: Дерушан (Derushan)
alternate spellings: Деррушон (Derrushon), Дирушон (Dirushon), Дехрушан (Dehrushan)
coordinates: [37.9277857, 71.4311486]
altitude: 2007 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: one of the villages in the selsovet Бāрах̌у̊н (1966); one of the four largest Rushani villages (1966); the root δer- means «lower» [Эдельман 1975: 51]

sources: [Файзов 1966: 3; Эдельман 1975: 50; Зарубин 1937: 3]"
196,Бāрах̌у̊н ,Rushani,"{'Rushani': 'Бāрах̌у̊н (Bārax̌ůn)', 'Russian': 'Барушан (Barushan)'}","['Баррушон (Barrushon)', 'Бахрушан (Bahrushan)']",['Назаршо Додхудоев (Nazarsho Dodxudoev)'],"['>one of the four largest Rushani villages (1966)', 'in 2004, the Бāрах̌у̊н village community was renamed «Назаршо Додхудоев» (see\xa0https://web.archive.org/web/20230626153601/http://adlia.tj/show_doc.fwx?Rgn=5520)', 'the root bār- means «upper» [Эдельман 1975: 51]']","['Файзов 1966: 3', 'Эдельман 1975: 50']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Бāрах̌у̊н (Bārax̌ůn)
Russian: Барушан (Barushan)
alternate spellings: Баррушон (Barrushon), Бахрушан (Bahrushan)
alternate names: Назаршо Додхудоев (Nazarsho Dodxudoev)
coordinates: [37.9394111, 71.4605867]
altitude: 1994 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: >one of the four largest Rushani villages (1966); in 2004, the Бāрах̌у̊н village community was renamed «Назаршо Додхудоев» (see https://web.archive.org/web/20230626153601/http://adlia.tj/show_doc.fwx?Rgn=5520); the root bār- means «upper» [Эдельман 1975: 51]

sources: [Файзов 1966: 3; Эдельман 1975: 50]"
197,Δерзӯд,Rushani,"{'Rushani': 'Δерзӯд (Δerzūd)', 'Russian': 'Дерзуд (Derzud)'}","['Δирзӯд (Δirzūd)', 'Дирзуд (Dirzud)', 'Дирзут (Dirzut)']",,"['one of the villages in the selsovet Δерзӯд (1966)', 'one of the four largest Rushani villages (1966)', 'the root δer- means «lower» [Эдельман 1975: 51]']","['Файзов 1966: 3', 'Эдельман 1975: 50', 'Андреев 1958: 520', 'Зарубин 1937: 3']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Δерзӯд (Δerzūd)
Russian: Дерзуд (Derzud)
alternate spellings: Δирзӯд (Δirzūd), Дирзуд (Dirzud), Дирзут (Dirzut)
coordinates: [37.9558583, 71.4971292]
altitude: 1996 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: one of the villages in the selsovet Δерзӯд (1966); one of the four largest Rushani villages (1966); the root δer- means «lower» [Эдельман 1975: 51]

sources: [Файзов 1966: 3; Эдельман 1975: 50; Андреев 1958: 520; Зарубин 1937: 3]"
198,Бāрзӯд,Rushani,"{'Rushani': 'Бāрзӯд (Bārzūd)', 'Russian': 'Барзуд (Barzud)'}",['Барзут (Barzut)'],,"['one of the villages in the selsovet Δерзӯд (1966)', 'the root bār- means «upper» [Эдельман 1975: 51]']","['Файзов 1966: 3', 'Эдельман 1975: 50', 'Зарубин 1937: 3']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Бāрзӯд (Bārzūd)
Russian: Барзуд (Barzud)
alternate spellings: Барзут (Barzut)
coordinates: [37.9599188, 71.5077702]
altitude: 1998 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: one of the villages in the selsovet Δерзӯд (1966); the root bār- means «upper» [Эдельман 1975: 51]

sources: [Файзов 1966: 3; Эдельман 1975: 50; Зарубин 1937: 3]"
199,Х̌уҷāнд ,Rushani,"{'Rushani': 'Х̌уҷāнд (X̌uǰānd)', 'Russian': 'Шуджанд (Shudzhand)'}",,,['one of the villages in the selsovet Вамāр (1966)'],"['Файзов 1966: 3', 'Эдельман 1975: 50']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Х̌уҷāнд (X̌uǰānd)
Russian: Шуджанд (Shudzhand)
coordinates: [37.974001, 71.6314123]
altitude: 2077 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

notes: one of the villages in the selsovet Вамāр (1966)

sources: [Файзов 1966: 3; Эдельман 1975: 50]"
200,Ахӡеw,Rushani,"{'Rushani': 'Ахӡеw (Axӡew)', 'Russian': 'Ахдзеу (Akhdzeu)'}","['Йахӡеw (Yaxӡew)', 'Яхдзев (Yakhdzev)']",,,"['Файзов 1966: 3', 'Андреев 1958: 519', 'Зарубин 1930: 109', 'Зарубин 1937: 3']",point,Rushani language,Пōйтахт (Рих̌у̊н),—,"Rushani: Ахӡеw (Axӡew)
Russian: Ахдзеу (Akhdzeu)
alternate spellings: Йахӡеw (Yaxӡew), Яхдзев (Yakhdzev)
coordinates: [37.9462384, 71.6246233]
altitude: 2026 m

idiom: Rushani language
regions: Пōйтахт (Рих̌у̊н)

sources: [Файзов 1966: 3; Андреев 1958: 519; Зарубин 1930: 109; Зарубин 1937: 3]"
201,Пастив ,Khufi,{'Khufi': 'Пастив (Pastiv)'},,,"['alternate names:\xa0Пастхуф (Pastxuf), Паст-Хуф (Past-Xuf),\xa0Пас-Хуф (Pas-Xuf) (Tajik name)']","['Андреев 1958: 10, 15–16', 'Эдельман 1975: 49–50']",point,Khufi language,Пас-Хуф,—,"Khufi: Пастив (Pastiv)
coordinates: [37.866867, 71.6004779]
altitude: 1989 m

idiom: Khufi language
regions: Пас-Хуф

notes: alternate names: Пастхуф (Pastxuf), Паст-Хуф (Past-Xuf), Пас-Хуф (Pas-Xuf) (Tajik name)

sources: [Андреев 1958: 10, 15–16; Эдельман 1975: 49–50]"
202,Башурв,Khufi,"{'Rushani': 'Бāршурв (Bāršurv)', 'Khufi': 'Башурв (Bašurv)', 'Russian': 'Башурв (Bashurv)'}",['Башюрв (Bashurv)'],,"['the eastern part is called Май Башурв (may Bašurv) «this Bashurv», the western part is called Wай Башурв (way Bašurv)\xa0«that Bashurv»', 'according to Andreev, there were only 7 houses (1952)']","['Андреев 1958: 10–13, 285, 519', 'Эдельман 1975: 49–50']",point,Khufi language,Пас-Хуф,—,"Rushani: Бāршурв (Bāršurv)
Khufi: Башурв (Bašurv)
Russian: Башурв (Bashurv)
alternate spellings: Башюрв (Bashurv)
coordinates: [37.8703103, 71.6292054]
altitude: 2226 m

idiom: Khufi language
regions: Пас-Хуф

notes: the eastern part is called Май Башурв (may Bašurv) «this Bashurv», the western part is called Wай Башурв (way Bašurv) «that Bashurv»; according to Andreev, there were only 7 houses (1952)

sources: [Андреев 1958: 10–13, 285, 519; Эдельман 1975: 49–50]"
203,Шерез (?),Khufi,{'Russian': 'Шерез (Šerez'},,,"['exact location is unclear; allegedly is / was located on the left side of the river near Башурв', 'according to Andreev, there were only 2 houses (1952)']","['Андреев 1958: 10', 'Эдельман 1975: 49–50']",point,Khufi language,Пас-Хуф,—,"Russian: Шерез (Šerez
coordinates: [37.8682205, 71.6263776]
altitude: 2189 m

idiom: Khufi language
regions: Пас-Хуф

notes: exact location is unclear; allegedly is / was located on the left side of the river near Башурв; according to Andreev, there were only 2 houses (1952)

sources: [Андреев 1958: 10; Эдельман 1975: 49–50]"
204,Гу̊нwиздуҷ (?),Khufi,"{'Khufi': 'Гу̊нwиздуҷ (Gůnwizduǰ)', 'Russian': 'Гонвиздудж (Gonvizdudzh)'}",,,"['exact location is unclear; allegedly is / was a small settlement located on the right side of the river lower than Башурв', 'according to Andreev, there were only 2 houses (1952)']",['Андреев 1958: 13'],point,Khufi language,Пас-Хуф,—,"Khufi: Гу̊нwиздуҷ (Gůnwizduǰ)
Russian: Гонвиздудж (Gonvizdudzh)
coordinates: [37.8690546, 71.6236843]
altitude: 2184 m

idiom: Khufi language
regions: Пас-Хуф

notes: exact location is unclear; allegedly is / was a small settlement located on the right side of the river lower than Башурв; according to Andreev, there were only 2 houses (1952)

sources: [Андреев 1958: 13]"
205,Δер-де,Khufi,"{'Khufi': 'Δер-де (Δer-de)', 'Russian': 'Дер-де (Der-de)'}",['Зер-де (Zer-de)'],,"['the name originates in δer «lower» + de «village»', 'consists of smaller settlements: Реҷист (Reǰist), Диш-чод (Diš-čod), Лангар (Langar), Вистудж ? (Vistudzh ?), Х̌ер (X̌er) / Шер (Sher), Ахх̌ец (Axx̌ec), Бисчиф (Bisčif), Адар-чод (Adar-čod), Ваwӡ-зимцен (Vawӡ-zimcen) / Шишā-чод (Šišā-čod)']","['Эдельман 1975: 49–50', 'Андреев 1958: 18, 519–521']",point,Khufi language,Хуф,—,"Khufi: Δер-де (Δer-de)
Russian: Дер-де (Der-de)
alternate spellings: Зер-де (Zer-de)
coordinates: [37.8497577, 71.6502531]
altitude: 2722 m

idiom: Khufi language
regions: Хуф

notes: the name originates in δer «lower» + de «village»; consists of smaller settlements: Реҷист (Reǰist), Диш-чод (Diš-čod), Лангар (Langar), Вистудж ? (Vistudzh ?), Х̌ер (X̌er) / Шер (Sher), Ахх̌ец (Axx̌ec), Бисчиф (Bisčif), Адар-чод (Adar-čod), Ваwӡ-зимцен (Vawӡ-zimcen) / Шишā-чод (Šišā-čod)

sources: [Эдельман 1975: 49–50; Андреев 1958: 18, 519–521]"
206,Бāр-де,Khufi,"{'Khufi': 'Бāр-де (Bār-de)', 'Russian': 'Бар-де (Bar-de)'}",,,"['the name originates in bār «upper» + de «village»', 'consists of smaller settlements: Шар-ҷод (Šar-ǰod), Wинист (Winist), Тор-чод (Tor-čod), Касōрак (Kasōrak), Парҷуг (Parǰug), Чеwнак-чод (Čewnak-čod), Пичу̊w (Pičůw), Ру̊ж (Růž), Банай (Banay)']","['Эдельман 1975: 49–50', 'Андреев 1958: 519–521']",point,Khufi language,Хуф,—,"Khufi: Бāр-де (Bār-de)
Russian: Бар-де (Bar-de)
coordinates: [37.8313123, 71.657795]
altitude: 2861 m

idiom: Khufi language
regions: Хуф

notes: the name originates in bār «upper» + de «village»; consists of smaller settlements: Шар-ҷод (Šar-ǰod), Wинист (Winist), Тор-чод (Tor-čod), Касōрак (Kasōrak), Парҷуг (Parǰug), Чеwнак-чод (Čewnak-čod), Пичу̊w (Pičůw), Ру̊ж (Růž), Банай (Banay)

sources: [Эдельман 1975: 49–50; Андреев 1958: 519–521]"
207,Roshorvi language,Language areas,"{'Russian': 'рошорвский язык (roshorvskiy yazyk)', 'English': 'Roshorvi'}","['орошорский (oroshorskiy)', 'Oroshori']",,"['name originates in the name of the village Рошорв (Rošorv)', '', 'according to Zarubin (via Kurbanov), in 1918 there were about 600 Roshorvi speakers', 'according to Kurbanov, in 1976 there were not less than 2000 people living in the Roshorvi valley', 'according to Edelman & Yusufbekov, in 1998 there were about 1950 Roshorvi speakers', 'in 1954, some of the villagers moved to the Vakhsh valley (southwestern Tajikistan), some later returned']","['Курбанов 1976: 9–12', 'Эдельман, Юсуфбеков 1999: 264']",polygon,—,—,—,"Russian: рошорвский язык (roshorvskiy yazyk)
English: Roshorvi
alternate spellings: орошорский (oroshorskiy), Oroshori
coordinates: [38.3301258, 72.3034824]
altitude: 3763 m

notes: name originates in the name of the village Рошорв (Rošorv); ; according to Zarubin (via Kurbanov), in 1918 there were about 600 Roshorvi speakers; according to Kurbanov, in 1976 there were not less than 2000 people living in the Roshorvi valley; according to Edelman & Yusufbekov, in 1998 there were about 1950 Roshorvi speakers; in 1954, some of the villagers moved to the Vakhsh valley (southwestern Tajikistan), some later returned

sources: [Курбанов 1976: 9–12; Эдельман, Юсуфбеков 1999: 264]"
208,Bartangi language,Language areas,{},,,"['according to Zarubin, in 1932, there were 2049 people living in the Bartangi valley']",['Зарубин 1937: 4'],polygon,—,—,—,"coordinates: [37.9863606, 71.8070646]
altitude: 3646 m

notes: according to Zarubin, in 1932, there were 2049 people living in the Bartangi valley

sources: [Зарубин 1937: 4]"
209,Lower Bartangi,Language areas,{},,,"['however, Zarubin notes that the speech in these villages is different from proper Bartangi and resembles Rushani in some ways', 'Oranskiy ascribes this area to Rushani (including Хиҷез)']","['Зарубин 1937: 3', 'Эдельман 1975: 50', 'Оранский 1960: 336']",polygon,—,—,—,"coordinates: [37.9747714, 71.6656919]
altitude: 3276 m

notes: however, Zarubin notes that the speech in these villages is different from proper Bartangi and resembles Rushani in some ways; Oranskiy ascribes this area to Rushani (including Хиҷез)

sources: [Зарубин 1937: 3; Эдельман 1975: 50; Оранский 1960: 336]"
210,Rushani language,Language areas,"{'Rushani': 'рих̌у̊н зив (rix̌ůn ziv)', 'Russian': 'рушанский язык (rushanskiy yazyk)', 'English': 'Rushani'}",,,"['according to [Каландаров 2004: 160], in 1925, there were allegedly circa 5,452 Rushanis (apparently, together with Khufis)', 'according to Fayzov, in 1966 there were about 10,000 Rushanis', 'according to Edelman & Yusufbekov, in 1996 there were more than 18,000 Rushanis in GBAO', 'in the 1950s, some of the villagers moved to the Vakhsh valley (southwestern Tajikistan), some later returned', 'there are slight lexical differences in the Upper Rushani (Пōйтахт) and Lower Rushani (Δertāng) varieties']","['Файзов 1966: 3–5', 'Эдельман, Юсуфбеков 1999: 242–243']",polygon,—,—,—,"Rushani: рих̌у̊н зив (rix̌ůn ziv)
Russian: рушанский язык (rushanskiy yazyk)
English: Rushani
coordinates: [38.1349136, 71.3237424]
altitude: 2374 m

notes: according to [Каландаров 2004: 160], in 1925, there were allegedly circa 5,452 Rushanis (apparently, together with Khufis); according to Fayzov, in 1966 there were about 10,000 Rushanis; according to Edelman & Yusufbekov, in 1996 there were more than 18,000 Rushanis in GBAO; in the 1950s, some of the villagers moved to the Vakhsh valley (southwestern Tajikistan), some later returned; there are slight lexical differences in the Upper Rushani (Пōйтахт) and Lower Rushani (Δertāng) varieties

sources: [Файзов 1966: 3–5; Эдельман, Юсуфбеков 1999: 242–243]"
211,Khufi language,Language areas,"{'Khufi': 'хуф зив (xuf ziv)', 'Russian': 'хуфский язык (khufskiy yazyk)', 'English': 'Khufi'}",,,"['according to Zarubin, in 1932 there were 653 Khufis', 'according to Edelman & Yusufbekov, in 1988 there were around 2380 Khufi speakers', 'there are slight differences in the speech of inhabitants of Xuf and Pas-Xuf, the latter being influenced by Rushani and Bajuwi']","['Эдельман, Юсуфбеков 1999: 254, 259', 'Зарубин 1937: 4']",polygon,—,—,—,"Khufi: хуф зив (xuf ziv)
Russian: хуфский язык (khufskiy yazyk)
English: Khufi
coordinates: [37.8555081, 71.5860567]
altitude: 2033 m

notes: according to Zarubin, in 1932 there were 653 Khufis; according to Edelman & Yusufbekov, in 1988 there were around 2380 Khufi speakers; there are slight differences in the speech of inhabitants of Xuf and Pas-Xuf, the latter being influenced by Rushani and Bajuwi

sources: [Эдельман, Юсуфбеков 1999: 254, 259; Зарубин 1937: 4]"
212,Bajuwi variety,Language areas,{'Russian': 'баджувский диалект (badzhuvksiy dialekt)'},,,"['a variety intermediate between Rushani and Shughni, traditionally considered to be a dialect of Shughni', '', 'according to Karamshoev, in 1957 there were about 450 Bajuwis', 'in the 1950s, made up a single kolkhoz, which consisted of about 70 houses']",['Карамшоев 1963: 5–6'],polygon,—,—,—,"Russian: баджувский диалект (badzhuvksiy dialekt)
coordinates: [37.7938284, 71.5835801]
altitude: 1997 m

notes: a variety intermediate between Rushani and Shughni, traditionally considered to be a dialect of Shughni; ; according to Karamshoev, in 1957 there were about 450 Bajuwis; in the 1950s, made up a single kolkhoz, which consisted of about 70 houses

sources: [Карамшоев 1963: 5–6]"
